year,week,Rank,LW,Release,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks,Distributor
2021,9,6,3,Judas and the Black Messiah,"$622,308",-43.9%,"1,350",-556,$460,"$4,182,882",3,Warner Bros.
2021,9,7,6,Monster Hunter,"$592,508",-8.4%,"1,238",-73,$478,"$14,136,626",11,Screen Gems
2021,9,8,8,Nomadland,"$528,000",+5%,"1,200",+25,$440,"$1,031,000",2,Searchlight Pictures
2021,9,9,7,Land,"$441,890",-31.3%,"1,349",+98,$327,"$2,210,895",3,Focus Features
2021,9,10,9,News of the World,"$270,255",-10.8%,992,-169,$272,"$12,034,845",10,Universal Pictures
2021,9,11,-,Crisis,"$234,925",-,216,-,"$1,087","$234,925",1,Quiver Distribution
2021,9,12,11,Minari,"$179,641",-14.4%,297,-489,$604,"$660,509",3,A24
2021,9,13,12,The Mauritanian,"$164,977",-13.3%,287,-,$574,"$569,787",3,STX Entertainment
2021,9,14,10,The War with Grandpa,"$162,253",-40%,621,-32,$261,"$20,537,707",21,101 Studios
2021,9,15,13,Promising Young Woman,"$142,570",-1.7%,575,-104,$247,"$5,288,530",10,Focus Features
2021,9,16,14,Blithe Spirit,"$91,013",-24.4%,238,-1,$382,"$211,466",2,IFC Films
2021,9,17,16,Willy's Wonderland,"$87,528",-21.8%,164,-7,$533,"$327,430",3,Screen Media Films
2021,9,18,17,Come Play,"$86,550",-2.2%,123,-20,$703,"$10,475,990",18,Focus Features
2021,9,19,15,Fatale,"$84,123",-29.1%,511,-97,$164,"$6,274,512",11,Lionsgate Films
2021,9,20,-,100% Wolf,"$62,117",-,17,-,"$3,653","$577,603",21,Viva Pictures
2021,9,21,-,Safer at Home,"$51,101",-,79,-,$646,"$51,101",1,Vertical Entertainment
2021,9,22,-,My Zoe,"$43,607",-,237,-,$183,"$43,607",1,Blue Fox Entertainment
2021,9,23,-,The Vigil,"$30,783",-,55,-,$559,"$30,783",1,IFC Films
2021,9,24,21,American Skin,"$22,551",+1.7%,11,-5,"$2,050","$270,478",7,Vertical Entertainment
2021,9,25,20,A Writer's Odyssey,"$11,458",-61.8%,23,-65,$498,"$115,432",3,CMC Pictures
2021,9,26,18,Pinocchio,"$9,828",-74.5%,114,-50,$86,"$1,831,718",10,Roadside Attractions
2021,9,27,19,The World to Come,"$9,594",-73.3%,93,-183,$103,"$111,495",3,Bleecker Street Media
2021,9,28,24,End Game,"$5,842",-66.2%,22,-11,$265,"$23,149",3,CMC Pictures
2021,9,29,28,Dara of Jasenovac,"$5,315",-20.1%,19,-4,$279,"$49,536",4,101 Studios
2021,9,30,27,Tenet,"$4,990",-36.2%,50,-10,$99,"$58,195,941",27,Warner Bros.
2021,9,31,23,The Reckoning,"$4,357",-74.9%,18,-52,$242,"$143,532",4,RLJE Films
2021,9,32,22,The Violent Heart,"$4,000",-79.6%,-,-,-,"$23,614",55,Gravitas Ventures
2021,9,33,29,Supernova,"$2,396",-41.3%,13,-26,$184,"$226,418",5,Bleecker Street Media
2021,9,34,30,No Man's Land,"$2,027",-48.2%,9,-7,$225,"$139,221",6,IFC Films
2021,9,35,31,Psycho Goreman,"$2,023",-36.1%,2,-1,"$1,011","$92,780",6,RLJE Films
2021,9,36,26,Our Friend,"$1,800",-87%,20,-111,$90,"$657,351",6,Gravitas Ventures
2021,9,37,34,Abandoned: Angelique's Isle,"$1,101",-51.2%,1,-,"$1,101","$3,356",2,Indican Pictures
2021,9,38,38,Little Fish,$476,-40.1%,4,-47,$119,"$38,545",4,IFC Films
2021,9,39,35,The Incredible 25th Year of Mitzi Bearclaw,$232,-82.9%,1,-,$232,"$5,038",3,Indican Pictures
2021,10,1,-,Raya and the Last Dragon,"$10,337,165",-,"2,045",-,"$5,054","$10,337,165",1,Walt Disney Studios Motion Pictures
2021,10,2,1,Tom & Jerry,"$7,732,915",-52.7%,"2,563",+88,"$3,017","$24,074,516",2,Warner Bros.
2021,10,3,-,Chaos Walking,"$4,661,407",-,"1,980",-,"$2,354","$4,661,407",1,Lionsgate Films
2021,10,4,-,Boogie,"$1,547,660",-,"1,252",-,"$1,236","$1,547,660",1,Focus Features
2021,10,5,2,The Croods: A New Age,"$952,280",-42.5%,"1,604",-308,$593,"$53,783,725",16,Universal Pictures
2021,10,6,3,The Little Things,"$694,802",-39.9%,"1,448",-405,$479,"$13,831,027",6,Warner Bros.
2021,10,7,5,The Marksman,"$634,607",-26%,"1,050",-364,$604,"$13,137,116",8,Open Road Films (II)
2021,10,8,4,Wonder Woman 1984,"$618,452",-39.5%,"1,217",-317,$508,"$44,553,780",11,Warner Bros.
2021,10,9,6,Judas and the Black Messiah,"$358,636",-42.4%,984,-366,$364,"$4,541,518",4,Warner Bros.
2021,10,10,7,Monster Hunter,"$316,694",-46.6%,"1,074",-164,$294,"$14,453,320",12,Screen Gems
2021,10,11,12,Minari,"$243,434",+35.5%,289,-8,$842,"$903,943",4,A24
2021,10,12,8,Nomadland,"$205,000",-61.2%,600,-600,$341,"$1,236,000",3,Searchlight Pictures
2021,10,13,9,Land,"$196,125",-55.6%,"1,015",-334,$193,"$2,407,020",4,Focus Features
2021,10,14,10,News of the World,"$190,635",-29.5%,838,-154,$227,"$12,225,480",11,Universal Pictures
2021,10,15,-,Wrong Turn,"$162,373",-,146,-,"$1,112","$533,354",7,Saban Films
2021,10,16,15,Promising Young Woman,"$119,700",-16%,519,-56,$230,"$5,408,230",11,Focus Features
2021,10,17,13,The Mauritanian,"$119,677",-27.5%,252,-35,$474,"$689,464",4,STX Entertainment
2021,10,18,14,The War with Grandpa,"$116,795",-28%,511,-110,$228,"$20,654,502",22,101 Studios
2021,10,19,11,Crisis,"$110,471",-53%,210,-6,$526,"$345,396",2,Quiver Distribution
2021,10,20,17,Willy's Wonderland,"$42,935",-50.9%,102,-62,$420,"$370,365",4,Screen Media Films
2021,10,21,-,My Salinger Year,"$38,058",-,123,-,$309,"$38,058",1,IFC Films
2021,10,22,16,Blithe Spirit,"$35,616",-60.9%,86,-152,$414,"$247,082",3,IFC Films
2021,10,23,19,Fatale,"$32,385",-61.5%,196,-315,$165,"$6,306,897",12,Lionsgate Films
2021,10,24,20,100% Wolf,"$26,513",-57.3%,18,+1,"$1,472","$604,116",22,Viva Pictures
2021,10,25,21,Safer at Home,"$23,182",-54.6%,39,-40,$594,"$74,283",2,Vertical Entertainment
2021,10,26,30,Tenet,"$22,636",+353.6%,50,-,$452,"$58,218,577",28,Warner Bros.
2021,10,27,-,Son,"$18,850",-,25,-,$754,"$18,850",1,RLJE Films
2021,10,28,23,The Vigil,"$11,333",-63.2%,38,-17,$298,"$42,116",2,IFC Films
2021,10,29,22,My Zoe,"$6,833",-84.3%,91,-146,$75,"$50,440",2,Blue Fox Entertainment
2021,10,30,25,A Writer's Odyssey,"$6,066",-47.1%,5,-18,"$1,213","$121,498",4,CMC Pictures
2021,10,31,24,American Skin,"$5,680",-74.8%,3,-8,"$1,893","$276,158",8,Vertical Entertainment
2021,10,32,33,Supernova,"$3,360",+40.2%,10,-3,$336,"$229,778",6,Bleecker Street Media
2021,10,33,27,The World to Come,"$2,480",-74.2%,12,-81,$206,"$113,975",4,Bleecker Street Media
2021,10,34,-,No Place,"$1,857",-,1,-,"$1,857","$1,857",1,Indican Pictures
2021,10,35,-,The Shade Shepherd,"$1,448",-,1,-,"$1,448","$3,564",21,Indican Pictures
2021,10,36,-,Counter Column,"$1,228",-,1,-,"$1,228","$16,754",21,Not That Kind of Movie Productions
2021,10,37,29,Dara of Jasenovac,"$1,197",-77.5%,9,-10,$133,"$50,733",5,101 Studios
2021,10,38,37,Abandoned: Angelique's Isle,$909,-17.4%,1,-,$909,"$4,265",3,Indican Pictures
2021,10,39,39,The Incredible 25th Year of Mitzi Bearclaw,$695,+199.6%,1,-,$695,"$5,733",4,Indican Pictures
2021,10,40,38,Little Fish,$236,-50.4%,3,-1,$78,"$38,781",5,IFC Films
2021,11,1,1,Raya and the Last Dragon,"$7,945,441",-23.1%,"2,163",+118,"$3,673","$18,282,606",2,Walt Disney Studios Motion Pictures
2021,11,2,2,Tom & Jerry,"$5,777,741",-25.3%,"2,454",-109,"$2,354","$29,852,257",3,Warner Bros.
2021,11,3,3,Chaos Walking,"$3,107,226",-33.3%,"1,995",+15,"$1,557","$7,768,633",2,Lionsgate Films
2021,11,4,4,Boogie,"$1,114,815",-28%,"1,272",+20,$876,"$2,662,475",2,Focus Features
2021,11,5,5,The Croods: A New Age,"$840,853",-11.7%,"1,440",-164,$583,"$54,624,578",17,Universal Pictures
2021,11,6,7,The Marksman,"$651,331",+2.6%,"1,105",+55,$589,"$13,788,447",9,Open Road Films (II)
2021,11,7,-,The Father,"$603,955",-,865,-,$698,"$647,939",3,Sony Pictures Classics
2021,11,8,8,Wonder Woman 1984,"$546,288",-11.7%,"1,139",-78,$479,"$45,100,068",12,Warner Bros.
2021,11,9,6,The Little Things,"$536,745",-22.7%,"1,303",-145,$411,"$14,367,772",7,Warner Bros.
2021,11,10,-,Jathi Ratnalu,"$470,000",-,130,-,"$3,615","$470,000",1,Flyhigh Cinemas
2021,11,11,-,Long Weekend,"$336,481",-,814,-,$413,"$336,481",1,Stage 6 Films
2021,11,12,9,Judas and the Black Messiah,"$228,936",-36.2%,777,-207,$294,"$4,770,454",5,Warner Bros.
2021,11,13,-,Lamb of God: The Concert Film,"$223,541",-,104,-,"$2,149","$223,541",1,Excel Entertainment
2021,11,14,10,Monster Hunter,"$215,776",-31.9%,"1,003",-71,$215,"$14,669,096",13,Screen Gems
2021,11,15,-,Dutch,"$190,603",-,202,-,$943,"$190,603",1,Faith Media Distribution
2021,11,16,11,Minari,"$186,780",-23.3%,289,-,$646,"$1,090,723",5,A24
2021,11,17,15,Wrong Turn,"$162,133",-0.1%,140,-6,"$1,158","$695,487",8,Saban Films
2021,11,18,13,Land,"$123,185",-37.2%,859,-156,$143,"$2,530,205",5,Focus Features
2021,11,19,16,Promising Young Woman,"$121,535",+1.5%,497,-22,$244,"$5,529,765",12,Focus Features
2021,11,20,18,The War with Grandpa,"$118,789",+1.7%,435,-76,$273,"$20,773,291",23,101 Studios
2021,11,21,14,News of the World,"$112,555",-41%,703,-135,$160,"$12,338,035",12,Universal Pictures
2021,11,22,17,The Mauritanian,"$80,736",-32.5%,211,-41,$382,"$770,200",5,STX Entertainment
2021,11,23,19,Crisis,"$59,342",-46.3%,124,-86,$478,"$404,738",3,Quiver Distribution
2021,11,24,-,Come True,"$41,732",-,96,-,$434,"$41,732",1,IFC Films
2021,11,25,26,Tenet,"$37,486",+65.6%,45,-5,$833,"$58,256,063",29,Warner Bros.
2021,11,26,20,Willy's Wonderland,"$26,594",-38.1%,58,-44,$458,"$396,959",5,Screen Media Films
2021,11,27,-,Honeydew,"$20,563",-,14,-,"$1,468","$20,563",1,Dark Star Pictures
2021,11,28,27,Son,"$18,768",-0.4%,29,+4,$647,"$37,618",2,RLJE Films
2021,11,29,22,Blithe Spirit,"$17,238",-51.6%,41,-45,$420,"$264,320",4,IFC Films
2021,11,30,24,100% Wolf,"$12,284",-53.7%,20,+2,$614,"$616,400",23,Viva Pictures
2021,11,31,21,My Salinger Year,"$10,635",-72.1%,86,-37,$123,"$48,693",2,IFC Films
2021,11,32,25,Safer at Home,"$7,242",-68.8%,16,-23,$452,"$81,525",3,Vertical Entertainment
2021,11,33,30,A Writer's Odyssey,"$5,944",-2%,3,-2,"$1,981","$127,442",5,CMC Pictures
2021,11,34,-,Stray,"$3,929",-,15,-,$261,"$9,780",2,Magnolia Pictures
2021,11,35,28,The Vigil,"$3,779",-66.7%,12,-26,$314,"$45,895",3,IFC Films
2021,11,36,31,American Skin,"$3,434",-39.5%,2,-1,"$1,717","$279,592",9,Vertical Entertainment
2021,11,37,32,Supernova,"$1,794",-46.6%,5,-5,$358,"$231,572",7,Bleecker Street Media
2021,11,38,37,Dara of Jasenovac,"$1,769",+47.8%,6,-3,$294,"$52,502",6,101 Studios
2021,11,39,33,The World to Come,"$1,151",-53.6%,12,-,$95,"$115,126",5,Bleecker Street Media
2021,11,40,34,No Place,$848,-54.3%,1,-,$848,"$2,705",2,Indican Pictures
2021,11,41,36,Counter Column,$705,-42.6%,1,-,$705,"$17,459",22,Not That Kind of Movie Productions
2021,11,42,38,Abandoned: Angelique's Isle,$552,-39.3%,1,-,$552,"$4,817",4,Indican Pictures
2021,11,43,39,The Incredible 25th Year of Mitzi Bearclaw,$392,-43.6%,1,-,$392,"$6,125",5,Indican Pictures
2021,11,44,29,My Zoe,$380,-94.4%,7,-84,$54,"$50,820",3,Blue Fox Entertainment
2021,11,45,40,Little Fish,$272,+15.3%,3,-,$90,"$39,053",6,IFC Films
2021,12,1,1,Raya and the Last Dragon,"$6,607,251",-16.8%,"2,261",+98,"$2,922","$24,889,857",3,Walt Disney Studios Motion Pictures
2021,12,2,2,Tom & Jerry,"$4,704,314",-18.6%,"2,508",+54,"$1,875","$34,556,571",4,Warner Bros.
2021,12,3,3,Chaos Walking,"$2,514,623",-19.1%,"2,132",+137,"$1,179","$10,283,256",3,Lionsgate Films
2021,12,4,-,The Courier,"$2,437,707",-,"1,433",-,"$1,701","$2,437,707",1,Roadside Attractions
2021,12,5,5,The Croods: A New Age,"$808,355",-3.9%,"1,411",-29,$572,"$55,432,933",18,Universal Pictures
2021,12,6,4,Boogie,"$804,365",-27.8%,"1,184",-88,$679,"$3,466,840",3,Focus Features
2021,12,7,6,The Marksman,"$632,662",-2.9%,"1,002",-103,$631,"$14,421,109",10,Open Road Films (II)
2021,12,8,8,Wonder Woman 1984,"$511,815",-6.3%,"1,158",+19,$441,"$45,611,883",13,Warner Bros.
2021,12,9,16,Minari,"$475,386",+154.5%,786,+497,$604,"$1,566,109",6,A24
2021,12,10,7,The Father,"$418,555",-30.7%,933,+68,$448,"$1,066,494",4,Sony Pictures Classics
2021,12,11,9,The Little Things,"$403,387",-24.8%,"1,130",-173,$356,"$14,771,159",8,Warner Bros.
2021,12,12,-,City of Lies,"$382,230",-,502,-,$761,"$382,230",1,Saban Films
2021,12,13,12,Judas and the Black Messiah,"$319,588",+39.6%,951,+174,$336,"$5,090,042",6,Warner Bros.
2021,12,14,19,Promising Young Woman,"$279,150",+129.7%,831,+334,$335,"$5,808,915",13,Focus Features
2021,12,15,-,Nomadland,"$244,000",-,650,-,$375,"$1,908,000",5,Searchlight Pictures
2021,12,16,14,Monster Hunter,"$209,929",-2.7%,312,-691,$672,"$14,879,025",14,Screen Gems
2021,12,17,13,Lamb of God: The Concert Film,"$181,152",-19%,133,+29,"$1,362","$404,693",2,Excel Entertainment
2021,12,18,17,Wrong Turn,"$157,399",-2.9%,138,-2,"$1,140","$852,886",9,Saban Films
2021,12,19,11,Long Weekend,"$155,170",-53.9%,821,+7,$189,"$491,651",2,Stage 6 Films
2021,12,20,20,The War with Grandpa,"$153,231",+29%,413,-22,$371,"$20,926,522",24,101 Studios
2021,12,21,25,Tenet,"$110,093",+193.7%,65,+20,"$1,693","$58,366,156",30,Warner Bros.
2021,12,22,21,News of the World,"$108,320",-3.8%,698,-5,$155,"$12,446,355",13,Universal Pictures
2021,12,23,15,Dutch,"$104,324",-45.3%,188,-14,$554,"$294,927",2,Faith Media Distribution
2021,12,24,22,The Mauritanian,"$49,808",-38.3%,156,-55,$319,"$820,008",6,STX Entertainment
2021,12,25,18,Land,"$47,625",-61.3%,662,-197,$71,"$2,577,830",6,Focus Features
2021,12,26,-,Last Call,"$38,951",-,110,-,$354,"$38,951",1,IFC Films
2021,12,27,24,Come True,"$16,142",-61.3%,73,-23,$221,"$57,874",2,IFC Films
2021,12,28,26,Willy's Wonderland,"$14,533",-45.4%,38,-20,$382,"$411,492",6,Screen Media Films
2021,12,29,33,A Writer's Odyssey,"$14,210",+139.1%,7,+4,"$2,030","$141,652",6,CMC Pictures
2021,12,30,28,Son,"$12,881",-31.4%,19,-10,$677,"$50,510",3,RLJE Films
2021,12,31,32,Safer at Home,"$9,708",+34.1%,7,-9,"$1,386","$91,233",4,Vertical Entertainment
2021,12,32,29,Blithe Spirit,"$8,918",-48.3%,25,-16,$356,"$273,238",5,IFC Films
2021,12,33,30,100% Wolf,"$7,344",-40.2%,16,-4,$459,"$623,744",24,Viva Pictures
2021,12,34,-,Dark State,"$5,111",-,7,-,$730,"$5,111",1,Atlas Distribution Company
2021,12,35,31,My Salinger Year,"$4,144",-61%,25,-61,$165,"$52,837",3,IFC Films
2021,12,36,36,American Skin,"$2,740",-20.2%,1,-1,"$2,740","$282,332",10,Vertical Entertainment
2021,12,37,35,The Vigil,"$2,218",-41.3%,9,-3,$246,"$48,113",4,IFC Films
2021,12,38,34,Stray,"$1,648",-58.1%,8,-7,$206,"$11,428",3,Magnolia Pictures
2021,12,39,37,Supernova,"$1,007",-43.9%,5,-,$201,"$232,579",8,Bleecker Street Media
2021,12,40,44,My Zoe,$691,+81.8%,5,-2,$138,"$51,511",4,Blue Fox Entertainment
2021,12,41,40,No Place,$590,-30.4%,1,-,$590,"$3,295",3,Indican Pictures
2021,12,42,42,Abandoned: Angelique's Isle,$535,-3.1%,1,-,$535,"$5,352",5,Indican Pictures
2021,12,43,38,Dara of Jasenovac,$284,-83.9%,1,-5,$284,"$52,786",7,101 Studios
2021,12,44,43,The Incredible 25th Year of Mitzi Bearclaw,$250,-36.2%,1,-,$250,"$6,375",6,Indican Pictures
2021,13,1,-,Godzilla vs. Kong,"$16,474,454",-,"2,409",-,"$6,838","$16,474,454",1,Warner Bros.
2021,13,2,-,Nobody,"$8,804,295",-,"2,460",-,"$3,578","$8,804,295",1,Universal Pictures
2021,13,3,1,Raya and the Last Dragon,"$5,243,063",-20.6%,"2,212",-49,"$2,370","$30,132,920",4,Walt Disney Studios Motion Pictures
2021,13,4,2,Tom & Jerry,"$3,569,751",-24.1%,"2,464",-44,"$1,448","$38,126,322",5,Warner Bros.
2021,13,5,3,Chaos Walking,"$1,569,812",-37.6%,"2,036",-96,$771,"$11,853,068",4,Lionsgate Films
2021,13,6,4,The Courier,"$1,367,959",-43.9%,"1,641",+208,$833,"$3,805,666",2,Roadside Attractions
2021,13,7,5,The Croods: A New Age,"$701,625",-13.2%,"1,319",-92,$531,"$56,134,558",19,Universal Pictures
2021,13,8,6,Boogie,"$478,055",-40.6%,"1,028",-156,$465,"$3,944,895",4,Focus Features
2021,13,9,7,The Marksman,"$449,023",-29%,851,-151,$527,"$14,870,132",11,Open Road Films (II)
2021,13,10,9,Minari,"$403,803",-15.1%,912,+126,$442,"$1,969,912",7,A24
2021,13,11,8,Wonder Woman 1984,"$360,185",-29.6%,"1,128",-30,$319,"$45,972,068",14,Warner Bros.
2021,13,12,14,Promising Young Woman,"$211,050",-24.4%,733,-98,$287,"$6,019,965",14,Focus Features
2021,13,13,10,The Father,"$205,432",-50.9%,652,-281,$315,"$1,271,926",5,Sony Pictures Classics
2021,13,14,17,Lamb of God: The Concert Film,"$195,587",+8%,138,+5,"$1,417","$600,280",3,Excel Entertainment
2021,13,15,11,The Little Things,"$176,436",-56.3%,"1,001",-129,$176,"$14,947,595",9,Warner Bros.
2021,13,16,12,City of Lies,"$159,320",-58.3%,443,-59,$359,"$541,550",2,Saban Films
2021,13,17,22,News of the World,"$142,725",+31.8%,620,-78,$230,"$12,589,080",14,Universal Pictures
2021,13,18,13,Judas and the Black Messiah,"$131,960",-58.7%,842,-109,$156,"$5,222,002",7,Warner Bros.
2021,13,19,20,The War with Grandpa,"$126,712",-17.3%,338,-75,$374,"$21,053,234",25,101 Studios
2021,13,20,18,Wrong Turn,"$121,057",-23.1%,133,-5,$910,"$973,943",10,Saban Films
2021,13,21,16,Monster Hunter,"$110,470",-47.4%,215,-97,$513,"$14,989,495",15,Screen Gems
2021,13,22,15,Nomadland,"$100,000",-59%,500,-150,$200,"$2,143,000",6,Searchlight Pictures
2021,13,23,-,Six Minutes to Midnight,"$70,797",-,145,-,$488,"$70,797",1,IFC Films
2021,13,24,21,Tenet,"$59,295",-46.1%,65,-,$912,"$58,425,451",31,Warner Bros.
2021,13,25,23,Dutch,"$47,146",-54.8%,101,-87,$466,"$342,073",3,Faith Media Distribution
2021,13,26,19,Long Weekend,"$27,055",-82.6%,261,-560,$103,"$518,706",3,Stage 6 Films
2021,13,27,24,The Mauritanian,"$16,528",-66.8%,50,-106,$330,"$836,536",7,STX Entertainment
2021,13,28,-,Mystery of the Kingdom of God,"$15,800",-,106,-,$149,"$15,800",1,Atlas Distribution Company
2021,13,29,33,100% Wolf,"$14,233",+93.8%,10,-6,"$1,423","$637,977",25,Viva Pictures
2021,13,30,26,Last Call,"$9,193",-76.4%,76,-34,$120,"$48,144",2,IFC Films
2021,13,31,32,Blithe Spirit,"$4,839",-45.7%,11,-14,$439,"$278,078",6,IFC Films
2021,13,32,31,Safer at Home,"$4,410",-54.6%,2,-5,"$2,205","$95,643",5,Vertical Entertainment
2021,13,33,27,Come True,"$4,206",-73.9%,26,-47,$161,"$62,080",3,IFC Films
2021,13,34,29,A Writer's Odyssey,"$4,162",-70.7%,2,-5,"$2,081","$145,814",7,CMC Pictures
2021,13,35,37,The Vigil,"$2,326",+4.9%,8,-1,$290,"$50,439",5,IFC Films
2021,13,36,-,Counter Column,"$2,233",-,1,-,"$2,233","$19,692",24,Not That Kind of Movie Productions
2021,13,37,38,Stray,"$1,897",+15.1%,6,-2,$316,"$13,325",4,Magnolia Pictures
2021,13,38,35,My Salinger Year,"$1,893",-54.3%,9,-16,$210,"$54,730",4,IFC Films
2021,13,39,39,Supernova,"$1,258",+24.9%,1,-4,"$1,258","$233,837",9,Bleecker Street Media
2021,13,40,-,Things Don't Stay Fixed,"$1,209",-,3,-,$403,"$3,770",1,Indican Pictures
2021,13,41,-,The Shade Shepherd,$845,-,1,-,$845,"$4,409",24,Indican Pictures
2021,13,42,34,Dark State,$713,-86%,7,-,$101,"$5,824",2,Atlas Distribution Company
2021,13,43,42,Abandoned: Angelique's Isle,$703,+31.4%,1,-,$703,"$6,055",6,Indican Pictures
2021,13,44,44,The Incredible 25th Year of Mitzi Bearclaw,$626,+150.4%,1,-,$626,"$7,001",7,Indican Pictures
2021,13,45,41,No Place,$625,+5.9%,1,-,$625,"$3,920",4,Indican Pictures
2021,13,46,-,First Signal,$580,-,1,-,$580,$580,1,The Ashton Times
2021,13,47,-,The World to Come,$577,-,5,-,$115,"$115,703",7,Bleecker Street Media
2021,13,48,40,My Zoe,$89,-87.1%,3,-2,$29,"$51,600",5,Blue Fox Entertainment
2021,14,1,1,Godzilla vs. Kong,"$39,645,626",+140.6%,"3,064",+655,"$12,939","$56,120,080",2,Warner Bros.
2021,14,2,-,The Unholy,"$4,331,878",-,"1,850",-,"$2,341","$4,331,878",1,Screen Gems
2021,14,3,2,Nobody,"$4,172,840",-52.6%,"2,567",+107,"$1,625","$12,977,135",2,Universal Pictures
2021,14,4,3,Raya and the Last Dragon,"$2,967,491",-43.4%,"2,031",-181,"$1,461","$33,100,411",5,Walt Disney Studios Motion Pictures
2021,14,5,4,Tom & Jerry,"$1,886,154",-47.2%,"2,273",-191,$829,"$40,012,476",6,Warner Bros.
2021,14,6,-,The Girl Who Believes in Miracles,"$721,725",-,640,-,"$1,127","$721,725",1,Atlas Distribution Company
2021,14,7,6,The Courier,"$665,503",-51.4%,"1,322",-319,$503,"$4,471,169",3,Roadside Attractions
2021,14,8,5,Chaos Walking,"$556,587",-64.5%,"1,605",-431,$346,"$12,409,655",5,Lionsgate Films
2021,14,9,7,The Croods: A New Age,"$338,235",-51.8%,"1,212",-107,$279,"$56,472,793",20,Universal Pictures
2021,14,10,-,French Exit,"$252,303",-,483,-,$522,"$259,384",8,Sony Pictures Classics
2021,14,11,9,The Marksman,"$224,672",-50%,461,-390,$487,"$15,094,804",12,Open Road Films (II)
2021,14,12,11,Wonder Woman 1984,"$193,041",-46.4%,"1,011",-117,$190,"$46,165,109",15,Warner Bros.
2021,14,13,10,Minari,"$181,943",-54.9%,912,-,$199,"$2,151,855",8,A24
2021,14,14,8,Boogie,"$157,580",-67%,603,-425,$261,"$4,102,475",5,Focus Features
2021,14,15,-,2021 Oscar Nominated Short Films: Live Action,"$130,264",-,157,-,$829,"$130,264",1,Magnolia Pictures
2021,14,16,15,The Little Things,"$122,597",-30.5%,326,-675,$376,"$15,070,192",10,Warner Bros.
2021,14,17,12,Promising Young Woman,"$121,160",-42.6%,605,-128,$200,"$6,141,125",15,Focus Features
2021,14,18,14,Lamb of God: The Concert Film,"$93,197",-52.4%,85,-53,"$1,096","$693,477",4,Excel Entertainment
2021,14,19,13,The Father,"$67,944",-66.9%,186,-466,$365,"$1,339,870",6,Sony Pictures Classics
2021,14,20,21,Monster Hunter,"$58,696",-46.9%,110,-105,$533,"$15,048,191",16,Screen Gems
2021,14,21,20,Wrong Turn,"$55,390",-54.2%,84,-49,$659,"$1,029,333",11,Saban Films
2021,14,22,18,Judas and the Black Messiah,"$36,503",-72.3%,655,-187,$55,"$5,258,505",8,Warner Bros.
2021,14,23,19,The War with Grandpa,"$31,051",-75.5%,288,-50,$107,"$21,084,285",26,101 Studios
2021,14,24,24,Tenet,"$26,928",-54.6%,45,-20,$598,"$58,452,379",32,Warner Bros.
2021,14,25,23,Six Minutes to Midnight,"$21,536",-69.6%,82,-63,$262,"$92,333",2,IFC Films
2021,14,26,17,News of the World,"$16,350",-88.5%,166,-454,$98,"$12,605,430",15,Universal Pictures
2021,14,27,16,City of Lies,"$12,968",-91.9%,27,-416,$480,"$554,518",3,Saban Films
2021,14,28,25,Dutch,"$11,667",-75.3%,16,-85,$729,"$353,740",4,Faith Media Distribution
2021,14,29,-,Shiva Baby,"$10,538",-,13,-,$810,"$10,538",1,Utopia
2021,14,30,36,Counter Column,"$7,088",+217.4%,4,+3,"$1,772","$26,780",25,Not That Kind of Movie Productions
2021,14,31,29,100% Wolf,"$4,172",-70.7%,10,-,$417,"$642,149",26,Viva Pictures
2021,14,32,26,Long Weekend,"$3,223",-88.1%,41,-220,$78,"$521,929",4,Stage 6 Films
2021,14,33,-,Blood Brothers: Civil War,"$2,310",-,2,-,"$1,155","$2,310",1,Indican Pictures
2021,14,34,34,A Writer's Odyssey,"$2,050",-50.7%,1,-1,"$2,050","$147,864",8,CMC Pictures
2021,14,35,28,Mystery of the Kingdom of God,"$1,516",-90.4%,15,-91,$101,"$17,316",2,Atlas Distribution Company
2021,14,36,-,The Boonies,"$1,513",-,2,-,$756,"$2,309",2,Indican Pictures
2021,14,37,40,Things Don't Stay Fixed,"$1,135",-6.1%,1,-2,"$1,135","$4,905",2,Indican Pictures
2021,14,38,31,Blithe Spirit,"$1,084",-77.6%,2,-9,$542,"$279,162",7,IFC Films
2021,14,39,39,Supernova,$383,-69.6%,1,-,$383,"$234,220",10,Bleecker Street Media
2021,14,40,45,No Place,$274,-56.2%,1,-,$274,"$4,194",5,Indican Pictures
2021,15,1,1,Godzilla vs. Kong,"$16,690,347",-57.9%,"3,084",+20,"$5,411","$72,810,427",3,Warner Bros.
2021,15,2,3,Nobody,"$3,553,910",-14.8%,"2,400",-167,"$1,480","$16,531,045",3,Universal Pictures
2021,15,3,2,The Unholy,"$3,170,855",-26.8%,"1,850",-,"$1,713","$7,502,733",2,Screen Gems
